time,ec_flux,w_mean,L,ustar,r_Tsw,w_abs_mean,C_alpha,Ts_alpha,alpha_analytic,flux_error,w_skewness,C_skewness,zL,RNcov,tea_flux_turnipseed,w_sigma,r_cw,r_Ww,r_uw,tea_flux_emad,tea_flux_hicks,flag,rep,W_alpha,u_alpha
2020-06-15T09:00:00Z,-18.5093327169996,0.0791087318464089,-1.58215487124701,0.129454856995107,0.507522796879136,0.262603341172463,0.514665621826828,0.49260222670055,0.191896372647195,0.155041990272793,0.332489396233794,-1.15131340447636,-3.16024688282201,-0.0368680434957716,-15.6396089339349,0.325720301166962,-0.374102758956099,0.431040445853512,0.0444801868492621,-18.3648721549958,-17.2005665151718,daytime,1,0.487974019550419,0.725187707993385
2020-06-15T09:30:00Z,-17.9470570395507,0.0271485553802532,-0.89503693871645,0.109901516375722,0.536981110478274,0.272818918513392,0.34864780734561,0.385550548954945,0.0622161414531774,0.0346943839433976,0.419191289146282,-0.744488747715919,-5.58636161672877,-0.0832195470252569,-17.3243949519664,0.347810661248239,-0.386027584375393,0.419780475703218,-0.02171689285747,-18.0155923822073,-17.497665437518,daytime,1,0.311269415519371,-5.71613662204495
2020-06-15T10:00:00Z,-21.5438232148649,0.0410395379411716,-1.68329092747832,0.139389654602971,0.532051500650713,0.2732958575987,0.332428706827885,0.33749451897121,0.0945990315146743,0.04991923641459,0.235272018605891,-0.793995860609089,-2.97037185811386,-0.0360247015680212,-20.468372010528,0.345330166469034,-0.514648586416941,0.468813280703978,-0.021701082475822,-21.5610867055668,-20.9405735508586,daytime,1,0.327387088332583,-3.08461025033674
2020-06-15T10:30:00Z,-15.133985951622,-0.0388876695959691,-12.7435663921203,0.213108886136352,0.492208753238796,0.244750950997785,0.113145458988793,0.19150326718484,-0.101548075661776,-0.0179773079839035,0.127864394476632,-1.22694893020892,-0.392354843703066,-0.0835648002651644,-15.4060542780984,0.304721242337117,-0.501955545756957,0.534209328051369,0.0321699310802259,-14.9511314018039,-15.8050525404093,daytime,1,0.0758756217881547,3.90092894759487
2020-06-15T11:00:00Z,-22.5692319917412,0.00616201046332897,-1.43449485167357,0.121995164586335,0.525517240133698,0.244571393965097,0.298805876872924,0.351809193744312,0.0156037915260461,0.0075284558424601,0.218626095725496,-1.27321390877726,-3.48554753902859,-0.0525507055581847,-22.3993205252932,0.315068269624887,-0.467253462595881,0.393707520584937,0.0534981820508942,-22.5996410729652,-22.4135485354004,daytime,1,0.36357622487002,0.717875859130021
2020-06-15T11:30:00Z,-25.0904126043144,-0.00447699884330668,-3.80002827746526,0.182716006943621,0.495649134735863,0.291484821833314,0.295888966669763,0.356608285098032,-0.00940363761858243,-0.00454464336494772,0.432218974499551,-0.86135444180202,-1.31577968239098,-0.0141704936502179,-25.2044395814804,0.379857848848073,-0.415072501613382,0.392776082924105,0.0915733694589814,-25.0671406165401,-25.210386905291,daytime,1,0.445342822598867,-0.334501442935086
2020-06-15T12:00:00Z,-27.7195653727381,-0.00374375287245713,-18.7138543957662,0.292197898267663,0.444037337014074,0.314737568002383,0.265943693633108,0.310506313520313,-0.00729105454981149,-0.00316335756570143,0.378092626165875,-0.373584612843382,-0.267181730404571,-0.0310638082471325,-27.8072522695779,0.409685735275879,-0.398035715803536,0.381565124537608,0.152288096915374,-27.7049262638167,-27.8111871968049,daytime,1,0.332890248777537,0.0654704518695129
2020-06-15T12:30:00Z,-30.4387056962756,0.0205316518535135,-23.6678207800658,0.300574319001731,0.427705299145601,0.32586764418733,0.238691535415661,0.250465515914033,0.0388547300354631,0.0150390245639658,0.49190764655861,-0.411180195989243,-0.211257303596419,-0.0235715969769244,-29.980937253614,0.421452175289705,-0.426089847666598,0.412550776873992,0.167261032067892,-30.4616481749452,-30.1004290215429,daytime,1,0.264278978191728,0.376831528531984
2020-06-15T13:00:00Z,-22.2678880492602,0.00446259102293468,-40.2107049042138,0.33906977887291,0.336845176978976,0.331307325979153,0.310461970063657,0.336878481047227,0.00829715906508044,0.00418181154453515,0.390421170839383,-0.579074430592292,-0.124344997480411,-0.00509474886306247,-22.1747679379435,0.429131016513237,-0.322195934170617,0.318650663830335,0.217096214713302,-22.2758475474363,-22.1787918639091,daytime,1,0.337581767441938,0.208336582734752
2020-06-15T13:30:00Z,-29.8080376504479,0.0329353844747071,-29.5677960850142,0.338703631667838,0.430277785705464,0.341312816514028,0.259522895176059,0.287054373034753,0.0597579791671037,0.0250429691445861,0.328110252933508,-0.480746874141048,-0.169102897815713,-0.0303598055357283,-29.0615558833071,0.439339519192403,-0.409430405881862,0.417061300554171,0.194902691964952,-29.8894841849736,-29.3347064009268,daytime,1,0.281412113170086,0.141889072572319
2020-06-15T14:00:00Z,-16.9596617928365,-0.0190329798670198,-56.8419175363749,0.279432565986098,0.208561210059737,0.292704700542701,0.177425759011513,0.374766576078959,-0.0398818389931312,-0.0115370231256815,0.183248533348834,-1.01272599019832,-0.0879632534704754,-0.0100324798721597,-17.1553258031441,0.380619215294084,-0.339567992060942,0.33869907507519,0.169708855778657,-16.747212755243,-17.2281697257704,daytime,1,0.202864228707419,0.19320371639806
2020-06-15T15:30:00Z,-7.85209053809961,0.0404638225689404,-109.743006402374,0.352996065210249,0.218162861997851,0.337100130799313,0.186441166253608,0.292232336510856,0.0736365250359905,0.0223794700196174,0.290969241591646,-0.818030194543339,-0.0455609898426462,-0.0649249590120075,-7.67636491331079,0.437820174289853,-0.236495610121496,0.267722981261511,0.229223327860318,-7.95542627724493,-7.78858603225661,daytime,1,0.291308776771027,0.129856841142018
2020-06-15T16:00:00Z,-9.9858874274694,0.0160701646530612,-83.0898973673742,0.353335408994707,0.314941744387914,0.339381296160758,0.163501013798943,0.173839825870345,0.0292125377976185,0.00774199474872313,0.245552593596314,-0.618677220921462,-0.0601757874112297,-0.00779983715734703,-9.90857673944467,0.438827705657709,-0.211570115809504,0.230336338732631,0.201804821260416,-9.99081666154232,-9.93084318880594,nighttime,1,0.236435649863139,0.117081917373675
2020-06-15T16:30:00Z,-10.4683565639518,0.0415855313320629,-125.891055770028,0.40095648997618,0.287526214426143,0.383897689332029,0.298536355580257,0.174653900266639,0.0662867334646276,0.0323388061812615,0.311175433481634,-0.200469463718848,-0.039716880356725,-0.0399858651449986,-10.1298224099938,0.499982950437443,-0.188111024695169,0.205076689833773,0.265514436076058,-10.3251673400597,-10.2500991307341,nighttime,1,0.302095120795113,0.235046123944361
2020-06-16T02:00:00Z,0.632081073323892,-0.0044640795999386,-7.76325774932277,0.0273114892878402,0.0179304659645095,0.0495720964931163,-2.12888345584123,4.36028750628797,-0.0526812613068818,0.191710778405092,0.468177640935208,0.750076898887118,-0.644059512314424,-0.834924898119802,0.510904318741859,0.0675615977815526,0.0128769706682118,0.107678895030735,0.0175605295770524,0.468697084408921,0.515081324665246,instationary,1,-0.291486977054442,-3.90598207856485
2020-06-16T02:30:00Z,-3.400038791707,0.00849606516540783,-45.6605226363161,0.0776111980021255,0.0650526169574792,0.0513628676193324,-0.121862368642247,-2.20313166125734,0.101231874454237,-0.0201575705014918,-0.148501989876639,0.948425653126187,-0.109503783822729,-1.59053847866312,-3.46857531335862,0.0667836913049755,-0.127175109271295,-0.0103610298956736,-0.0608602604749305,-2.97626379822703,-3.56614990429613,instationary,1,14.2512090764446,-0.641488504994696
2020-06-16T03:00:00Z,7.86505893492,-0.000752936596283266,-19.8808692511452,0.0419517581973456,0.0352385245690089,0.0498954157937506,0.214699949613531,3.07756739771904,-0.00918152624237745,-0.00323988580338573,0.233019658787776,0.135341992964436,-0.251498057596852,-0.538664895289581,7.89054082770603,0.0654295604763519,0.245574824169823,0.210430972740877,-0.0724764586898757,7.77324032979648,7.89233804752645,instationary,1,0.473525466736288,1.17705998179347
2020-06-16T04:00:00Z,3.68039998098589,-0.00565201430790744,-72.0109167132558,0.100042240274976,0.0908688169545148,0.104592647548586,-0.552213061485259,0.948871494778675,-0.0332442860410893,0.0298406838117202,0.21753721475376,-0.259100146672619,-0.0694339168033337,-0.363279527331649,3.57057432885261,0.135612770464347,0.178772967775451,0.340251490303758,0.231525272027976,3.39642129236135,3.58103145454225,instationary,1,-0.02486767578056,0.0108489066251745
